product_name,price,supplier,properties,certifications,lead_days,lead_type,years_in_business,source_url
Gelatin Capsules,776.95,Capsuline,"{""solubility_temperature"":""98.6°F ± 1.8°F (37°C ± 1°C)"",""disintegration_time"":""15 minutes"",""moisture_content"":""13% - 16%"",""expiration_date"":""5 years"",""storage_temperature"":""59°F (15°C) - 77°F (25°C)"",""relative_humidity"":""35% - 65%"",""microbial_quality"":{""total_aerobic_microbial_count"":""NMT 1000 CFU / g"",""salmonella_species"":""Absence /10 g"",""escherichia_coli"":""Absence/1 g"",""pseudomonas_aeruginosa"":""Absence /1 g"",""staphylococcus_aureus"":""Absence /1 g"",""total_combined_yeast_and_molds_count"":""NMT 100 CFU /g""},""capsule_weights"":{""000"":""163.0 ± 10 mg"",""00E"":""130.0 ± 10 mg"",""00"":""123.0 ± 7 mg"",""0E"":""107.0 ± 7 mg"",""0"":""99.0 ± 6 mg"",""1"":""76.0 ± 5 mg"",""2"":""61.0 ± 4 mg"",""3"":""48.0 ± 3 mg"",""4"":""38.0 ± 3 mg""},""individual_lengths"":{""000"":{""cap_length_mm"":""12.90 ± 0.35"",""body_length_mm"":""21.90 ± 0.35""},""00E"":{""cap_length_mm"":""12.94 ± 0.35"",""body_length_mm"":""22.38 ± 0.35""},""00"":{""cap_length_mm"":""11.80 ± 0.35"",""body_length_mm"":""20.10 ± 0.35""},""0E"":{""cap_length_mm"":""11.90 ± 0.35"",""body_length_mm"":""20.00 ± 0.35""},""0"":{""cap_length_mm"":""10.85 ± 0.35"",""body_length_mm"":""18.45 ± 0.35""},""1"":{""cap_length_mm"":""9.85 ± 0.35"",""body_length_mm"":""16.40 ± 0.35""},""2"":{""cap_length_mm"":""8.80 ± 0.35"",""body_length_mm"":""15.15 ± 0.35""},""3"":{""cap_length_mm"":""8.00 ± 0.35"",""body_length_mm"":""13.45 ± 0.35""},""4"":{""cap_length_mm"":""7.20 ± 0.35"",""body_length_mm"":""12.10 ± 0.35""}},""external_diameters"":{""000"":{""cap_diameter_mm"":""9.94"",""body_diameter_mm"":""9.55""},""00E"":{""cap_diameter_mm"":""8.58"",""body_diameter_mm"":""8.25""},""00"":{""cap_diameter_mm"":""8.56"",""body_diameter_mm"":""8.23""},""0E"":{""cap_diameter_mm"":""7.66"",""body_diameter_mm"":""7.35""},""0"":{""cap_diameter_mm"":""7.65"",""body_diameter_mm"":""7.35""},""1"":{""cap_diameter_mm"":""6.96"",""body_diameter_mm"":""6.63""},""2"":{""cap_diameter_mm"":""6.39"",""body_diameter_mm"":""6.12""},""3"":{""cap_diameter_mm"":""5.85"",""body_diameter_mm"":""5.60""},""4"":{""cap_diameter_mm"":""5.33"",""body_diameter_mm"":""5.08""}},""approximate_content_filled_capsule"":{""density_0.6_g_ml"":{""000"":""822 mg"",""00E"":""612 mg"",""00"":""570 mg"",""0E"":""462 mg"",""0"":""408 mg"",""1"":""288 mg"",""2"":""216 mg"",""3"":""162 mg"",""4"":""120 mg""},""density_0.8_g_ml"":{""000"":""1,096 mg"",""00E"":""816 mg"",""00"":""760 mg"",""0E"":""616 mg"",""0"":""544 mg"",""1"":""384 mg"",""2"":""288 mg"",""3"":""216 mg"",""4"":""160 mg""},""density_1.0_g_ml"":{""000"":""1,370 mg"",""00E"":""1,020 mg"",""00"":""950 mg"",""0E"":""770 mg"",""0"":""680 mg"",""1"":""480 mg"",""2"":""360 mg"",""3"":""270 mg"",""4"":""200 mg""},""density_1.2_g_ml"":{""000"":""1,644 mg"",""00E"":""1,224 mg"",""00"":""1,140 mg"",""0E"":""924 mg"",""0"":""816 mg"",""1"":""576 mg"",""2"":""432 mg"",""3"":""324 mg"",""4"":""240 mg""}}}","[""USP-GRADE"", ""KOSHER"", ""MICROBIOLOGICALLY-TESTED"", ""PRESERVATIVE-FREE"", ""HALAL""]",NONE,NONE,NONE,https://eu.capsuline.com/products/clear-gelatin-capsules-size-000-box-of-50-000
Clear Gelatin Capsules,638.95,Capsuline,"{""solubility_temperature"":""98.6°F ± 1.8°F (37°C ± 1°C)"",""disintegration_time"":""15 minutes"",""moisture_content"":""13% - 16%"",""expiration_date"":""5 years"",""storage_temperature"":""59°F (15°C) - 77°F (25°C)"",""relative_humidity"":""35% - 65%"",""microbial_quality"":{""total_aerobic_microbial_count"":""NMT 1000 CFU / g"",""salmonella_species"":""Absence /10 g"",""escherichia_coli"":""Absence/1 g"",""pseudomonas_aeruginosa"":""Absence /1 g"",""staphylococcus_aureus"":""Absence /1 g"",""total_combined_yeast_and_molds_count"":""NMT 100 CFU /g""},""capsule_weights"":{""000"":""163.0 ± 10 mg"",""00E"":""130.0 ± 10 mg"",""00"":""123.0 ± 7 mg"",""0E"":""107.0 ± 7 mg"",""0"":""99.0 ± 6 mg"",""1"":""76.0 ± 5 mg"",""2"":""61.0 ± 4 mg"",""3"":""48.0 ± 3 mg"",""4"":""38.0 ± 3 mg""},""individual_lengths"":{""000"":{""cap_length_mm"":""12.90 ± 0.35"",""body_length_mm"":""21.90 ± 0.35""},""00E"":{""cap_length_mm"":""12.94 ± 0.35"",""body_length_mm"":""22.38 ± 0.35""},""00"":{""cap_length_mm"":""11.80 ± 0.35"",""body_length_mm"":""20.10 ± 0.35""},""0E"":{""cap_length_mm"":""11.90 ± 0.35"",""body_length_mm"":""20.00 ± 0.35""},""0"":{""cap_length_mm"":""10.85 ± 0.35"",""body_length_mm"":""18.45 ± 0.35""},""1"":{""cap_length_mm"":""9.85 ± 0.35"",""body_length_mm"":""16.40 ± 0.35""},""2"":{""cap_length_mm"":""8.80 ± 0.35"",""body_length_mm"":""15.15 ± 0.35""},""3"":{""cap_length_mm"":""8.00 ± 0.35"",""body_length_mm"":""13.45 ± 0.35""},""4"":{""cap_length_mm"":""7.20 ± 0.35"",""body_length_mm"":""12.10 ± 0.35""}},""external_diameters"":{""000"":{""cap_diameter_mm"":""9.94"",""body_diameter_mm"":""9.55""},""00E"":{""cap_diameter_mm"":""8.58"",""body_diameter_mm"":""8.25""},""00"":{""cap_diameter_mm"":""8.56"",""body_diameter_mm"":""8.23""},""0E"":{""cap_diameter_mm"":""7.66"",""body_diameter_mm"":""7.35""},""0"":{""cap_diameter_mm"":""7.65"",""body_diameter_mm"":""7.35""},""1"":{""cap_diameter_mm"":""6.96"",""body_diameter_mm"":""6.63""},""2"":{""cap_diameter_mm"":""6.39"",""body_diameter_mm"":""6.12""},""3"":{""cap_diameter_mm"":""5.85"",""body_diameter_mm"":""5.60""},""4"":{""cap_diameter_mm"":""5.33"",""body_diameter_mm"":""5.08""}},""joining_lengths"":{""000"":""26.00 ± 0.30 mm"",""00E"":""25.40 ± 0.30 mm"",""00"":""23.40 ± 0.30 mm"",""0E"":""23.40 ± 0.30 mm"",""0"":""21.60 ± 0.30 mm"",""1"":""19.40 ± 0.30 mm"",""2"":""17.60 ± 0.30 mm"",""3"":""15.70 ± 0.30 mm"",""4"":""14.30 ± 0.30 mm""}}","[""USP-GRADE"", ""KOSHER"", ""MICROBIOLOGICALLY-TESTED"", ""PRESERVATIVE-FREE"", ""HALAL""]",NONE,NONE,NONE,https://eu.capsuline.com/products/clear-gelatin-capsules-size-1-box-of-125-000
Gelatin Capsules,1033.95,Capsuline,NONE,"[""USP-GRADE"", ""KOSHER"", ""MICROBIOLOGICALLY-TESTED"", ""PRESERVATIVE-FREE"", ""HALAL""]",NONE,NONE,NONE,https://eu.capsuline.com/products/joined-flavored-gelatin-capsules-for-pets-size-1-box-of-125-000
Colored Empty Gelatin Capsules Size 0,612.95,Capsuline,"{""solubility_temperature"":""98.6°F ± 1.8°F (37°C ± 1°C)"",""disintegration_time"":""15 minutes"",""moisture_content"":""13% - 16%"",""expiration_date"":""5 years"",""storage_temperature"":""59°F (15°C) - 77°F (25°C)"",""relative_humidity"":""35% - 65%"",""microbiological_quality"":{""total_aerobic_microbial_count"":""NMT 1000 CFU / g"",""salmonella_species"":""Absence /10 g"",""escherichia_coli"":""Absence/1 g"",""pseudomonas_aeruginosa"":""Absence /1 g"",""staphylococcus_aureus"":""Absence /1 g"",""total_combined_yeast_and_molds_count"":""NMT 100 CFU /g""},""capsule_weights"":{""000"":""163.0 ± 10 mg"",""00E"":""130.0 ± 10 mg"",""00"":""123.0 ± 7 mg"",""0E"":""107.0 ± 7 mg"",""0"":""99.0 ± 6 mg"",""1"":""76.0 ± 5 mg"",""2"":""61.0 ± 4 mg"",""3"":""48.0 ± 3 mg"",""4"":""38.0 ± 3 mg""},""individual_lengths"":{""000"":{""cap_length_mm"":""12.90 ± 0.35"",""body_length_mm"":""21.90 ± 0.35""},""00E"":{""cap_length_mm"":""12.94 ± 0.35"",""body_length_mm"":""22.38 ± 0.35""},""00"":{""cap_length_mm"":""11.80 ± 0.35"",""body_length_mm"":""20.10 ± 0.35""},""0E"":{""cap_length_mm"":""11.90 ± 0.35"",""body_length_mm"":""20.00 ± 0.35""},""0"":{""cap_length_mm"":""10.85 ± 0.35"",""body_length_mm"":""18.45 ± 0.35""},""1"":{""cap_length_mm"":""9.85 ± 0.35"",""body_length_mm"":""16.40 ± 0.35""},""2"":{""cap_length_mm"":""8.80 ± 0.35"",""body_length_mm"":""15.15 ± 0.35""},""3"":{""cap_length_mm"":""8.00 ± 0.35"",""body_length_mm"":""13.45 ± 0.35""},""4"":{""cap_length_mm"":""7.20 ± 0.35"",""body_length_mm"":""12.10 ± 0.35""}},""external_diameters"":{""000"":{""cap_diameter_mm"":""9.94"",""body_diameter_mm"":""9.55""},""00E"":{""cap_diameter_mm"":""8.58"",""body_diameter_mm"":""8.25""},""00"":{""cap_diameter_mm"":""8.56"",""body_diameter_mm"":""8.23""},""0E"":{""cap_diameter_mm"":""7.66"",""body_diameter_mm"":""7.35""},""0"":{""cap_diameter_mm"":""7.65"",""body_diameter_mm"":""7.35""},""1"":{""cap_diameter_mm"":""6.96"",""body_diameter_mm"":""6.63""},""2"":{""cap_diameter_mm"":""6.39"",""body_diameter_mm"":""6.12""},""3"":{""cap_diameter_mm"":""5.85"",""body_diameter_mm"":""5.60""},""4"":{""cap_diameter_mm"":""5.33"",""body_diameter_mm"":""5.08""}},""joining_lengths"":{""000"":""26.00 ± 0.30 mm"",""00E"":""25.40 ± 0.30 mm"",""00"":""23.40 ± 0.30 mm"",""0E"":""23.40 ± 0.30 mm"",""0"":""21.60 ± 0.30 mm"",""1"":""19.40 ± 0.30 mm"",""2"":""17.60 ± 0.30 mm"",""3"":""15.70 ± 0.30 mm"",""4"":""14.30 ± 0.30 mm""},""approximate_content_filled_capsule"":{""density"":{""0.6_g_ml"":{""000"":""822"",""00E"":""612"",""00"":""570"",""0E"":""462"",""0"":""408"",""1"":""288"",""2"":""216"",""3"":""162"",""4"":""120""},""0.8_g_ml"":{""000"":""1,096"",""00E"":""816"",""00"":""760"",""0E"":""616"",""0"":""544"",""1"":""384"",""2"":""288"",""3"":""216"",""4"":""160""},""1.0_g_ml"":{""000"":""1,370"",""00E"":""1,020"",""00"":""950"",""0E"":""770"",""0"":""680"",""1"":""480"",""2"":""360"",""3"":""270"",""4"":""200""},""1.2_g_ml"":{""000"":""1,644"",""00E"":""1,224"",""00"":""1,140"",""0E"":""924"",""0"":""816"",""1"":""576"",""2"":""432"",""3"":""324"",""4"":""240""}}}","[""USP-GRADE"", ""KOSHER"", ""MICROBIOLOGICALLY-TESTED"", ""PRESERVATIVE-FREE"", ""HALAL""]",NONE,NONE,NONE,https://eu.capsuline.com/products/colored-empty-gelatin-capsules-size-0-free-tio2-box-of-100-000
Chlorophyll Empty Vegetarian Capsules,1030.95,Capsuline,NONE,"[""PASSES-DISINTEGRATION"", ""USP-GRADE"", ""KOSHER"", ""MICROBIOLOGICALLY-TESTED"", ""EP-COMPLIANT"", ""PRESERVATIVE-FREE"", ""FDA-GRAS"", ""HALAL""]",NONE,NONE,NONE,https://eu.capsuline.com/products/chlorophyll-vegetarian-capsules-size-0-green-green-box-of-100-000
Clear Empty Capsules,16.95,Capsuline,NONE,"[""USP-GRADE"", ""KOSHER"", ""MICROBIOLOGICALLY-TESTED"", ""PRESERVATIVE-FREE"", ""HALAL""]",NONE,NONE,NONE,https://eu.capsuline.com/products/clear-size-4-empty-gelatin-capsules-by-capsuline
Vegetarian Capsules,750.95,Capsuline,NONE,"[""PASSES-DISINTEGRATION"", ""USP-GRADE"", ""KOSHER"", ""MICROBIOLOGICALLY-TESTED"", ""EP-COMPLIANT"", ""PRESERVATIVE-FREE"", ""FDA-GRAS"", ""HALAL""]",NONE,NONE,NONE,https://eu.capsuline.com/products/clear-vegetarian-capsules-size-0-box-of-100-000
Clear Gelatin Capsules,372.95,Capsuline,"{""solubility_temperature"": ""98.6°F ± 1.8°F (37°C ± 1°C)"", ""disintegration_time"": ""15 minutes"", ""moisture_content"": ""13% - 16%"", ""expiration_date"": ""5 years"", ""storage_temperature"": ""59°F (15°C) - 77°F (25°C)"", ""relative_humidity"": ""35% - 65%"", ""microbial_quality"": {""total_aerobic_microbial_count"": ""NMT 1000 CFU/g"", ""salmonella_species"": ""Absence/10 g"", ""escherichia_coli"": ""Absence/1 g"", ""pseudomonas_aeruginosa"": ""Absence/1 g"", ""staphylococcus_aureus"": ""Absence/1 g"", ""total_combined_yeast_and_molds_count"": ""NMT 100 CFU/g""}, ""capsule_weights"": {""000"": ""163.0 ± 10 mg"", ""00E"": ""130.0 ± 10 mg"", ""00"": ""123.0 ± 7 mg"", ""0E"": ""107.0 ± 7 mg"", ""0"": ""99.0 ± 6 mg"", ""1"": ""76.0 ± 5 mg"", ""2"": ""61.0 ± 4 mg"", ""3"": ""48.0 ± 3 mg"", ""4"": ""38.0 ± 3 mg""}, ""dimensions"": {""length"": {""000"": {""cap_length_mm"": ""12.90 ± 0.35"", ""body_length_mm"": ""21.90 ± 0.35""}, ""00E"": {""cap_length_mm"": ""12.94 ± 0.35"", ""body_length_mm"": ""22.38 ± 0.35""}, ""00"": {""cap_length_mm"": ""11.80 ± 0.35"", ""body_length_mm"": ""20.10 ± 0.35""}, ""0E"": {""cap_length_mm"": ""11.90 ± 0.35"", ""body_length_mm"": ""20.00 ± 0.35""}, ""0"": {""cap_length_mm"": ""10.85 ± 0.35"", ""body_length_mm"": ""18.45 ± 0.35""}, ""1"": {""cap_length_mm"": ""9.85 ± 0.35"", ""body_length_mm"": ""16.40 ± 0.35""}, ""2"": {""cap_length_mm"": ""8.80 ± 0.35"", ""body_length_mm"": ""15.15 ± 0.35""}, ""3"": {""cap_length_mm"": ""8.00 ± 0.35"", ""body_length_mm"": ""13.45 ± 0.35""}, ""4"": {""cap_length_mm"": ""7.20 ± 0.35"", ""body_length_mm"": ""12.10 ± 0.35""}}, ""external_diameter"": {""000"": {""cap_diameter_mm"": ""9.94"", ""body_diameter_mm"": ""9.55""}, ""00E"": {""cap_diameter_mm"": ""8.58"", ""body_diameter_mm"": ""8.25""}, ""00"": {""cap_diameter_mm"": ""8.56"", ""body_diameter_mm"": ""8.23""}, ""0E"": {""cap_diameter_mm"": ""7.66"", ""body_diameter_mm"": ""7.35""}, ""0"": {""cap_diameter_mm"": ""7.65"", ""body_diameter_mm"": ""7.35""}, ""1"": {""cap_diameter_mm"": ""6.96"", ""body_diameter_mm"": ""6.63""}, ""2"": {""cap_diameter_mm"": ""6.39"", ""body_diameter_mm"": ""6.12""}, ""3"": {""cap_diameter_mm"": ""5.85"", ""body_diameter_mm"": ""5.60""}, ""4"": {""cap_diameter_mm"": ""5.33"", ""body_diameter_mm"": ""5.08""}}}}","[""USP-GRADE"", ""KOSHER"", ""MICROBIOLOGICALLY-TESTED"", ""PRESERVATIVE-FREE"", ""HALAL""]",NONE,NONE,NONE,https://eu.capsuline.com/products/clear-gelatin-capsules-size-0-box-of-100-000-f00043
Gelatin Capsules,1.29395,Capsuline,"{""solubility_temperature"": ""98.6°F ± 1.8°F (37°C ± 1°C)"", ""disintegration_time"": ""15 minutes"", ""moisture_content"": ""13% - 16%"", ""expiration_date"": ""5 years"", ""storage_temperature"": ""59°F (15°C) - 77°F (25°C)"", ""relative_humidity"": ""35% - 65%"", ""microbial_quality"": {""total_aerobic_microbial_count"": ""NMT 1000 CFU/g"", ""salmonella_species"": ""Absence/10 g"", ""escherichia_coli"": ""Absence/1 g"", ""pseudomonas_aeruginosa"": ""Absence/1 g"", ""staphylococcus_aureus"": ""Absence/1 g"", ""total_combined_yeast_and_molds_count"": ""NMT 100 CFU/g""}, ""capsule_weights"": {""000"": ""163.0 ± 10 mg"", ""00E"": ""130.0 ± 10 mg"", ""00"": ""123.0 ± 7 mg"", ""0E"": ""107.0 ± 7 mg"", ""0"": ""99.0 ± 6 mg"", ""1"": ""76.0 ± 5 mg"", ""2"": ""61.0 ± 4 mg"", ""3"": ""48.0 ± 3 mg"", ""4"": ""38.0 ± 3 mg""}, ""dimensions"": {""length"": {""000"": {""cap_length_mm"": ""12.90 ± 0.35"", ""body_length_mm"": ""21.90 ± 0.35""}, ""00E"": {""cap_length_mm"": ""12.94 ± 0.35"", ""body_length_mm"": ""22.38 ± 0.35""}, ""00"": {""cap_length_mm"": ""11.80 ± 0.35"", ""body_length_mm"": ""20.10 ± 0.35""}, ""0E"": {""cap_length_mm"": ""11.90 ± 0.35"", ""body_length_mm"": ""20.00 ± 0.35""}, ""0"": {""cap_length_mm"": ""10.85 ± 0.35"", ""body_length_mm"": ""18.45 ± 0.35""}, ""1"": {""cap_length_mm"": ""9.85 ± 0.35"", ""body_length_mm"": ""16.40 ± 0.35""}, ""2"": {""cap_length_mm"": ""8.80 ± 0.35"", ""body_length_mm"": ""15.15 ± 0.35""}, ""3"": {""cap_length_mm"": ""8.00 ± 0.35"", ""body_length_mm"": ""13.45 ± 0.35""}, ""4"": {""cap_length_mm"": ""7.20 ± 0.35"", ""body_length_mm"": ""12.10 ± 0.35""}}, ""external_diameter"": {""000"": {""cap_diameter_mm"": ""9.94"", ""body_diameter_mm"": ""9.55""}, ""00E"": {""cap_diameter_mm"": ""8.58"", ""body_diameter_mm"": ""8.25""}, ""00"": {""cap_diameter_mm"": ""8.56"", ""body_diameter_mm"": ""8.23""}, ""0E"": {""cap_diameter_mm"": ""7.66"", ""body_diameter_mm"": ""7.35""}, ""0"": {""cap_diameter_mm"": ""7.65"", ""body_diameter_mm"": ""7.35""}, ""1"": {""cap_diameter_mm"": ""6.96"", ""body_diameter_mm"": ""6.63""}, ""2"": {""cap_diameter_mm"": ""6.39"", ""body_diameter_mm"": ""6.12""}, ""3"": {""cap_diameter_mm"": ""5.85"", ""body_diameter_mm"": ""5.60""}, ""4"": {""cap_diameter_mm"": ""5.33"", ""body_diameter_mm"": ""5.08""}}}}","[""USP-GRADE"", ""KOSHER"", ""MICROBIOLOGICALLY-TESTED"", ""PRESERVATIVE-FREE"", ""HALAL""]",NONE,NONE,NONE,https://eu.capsuline.com/products/clear-gelatin-capsules-size-4-box-of-250-000
